dataset,mass,a_val,alpha0,alpha1,beta1,alpha2,beta2,alpha1_plus_2beta1,alpha1_minus_beta1,r_alpha2,second_neighbor_family,C_pc5,hyperplane_residual_raw,PC1,PC2,PC3,PC4,PC5
dataframe000015,80.0,3.2,4.4545927,-0.109405994,0.13906485,-1.7896384,0.0003772046,0.1687237,-0.24847084,0.9997893,$\alpha_2$-dominated,0.00019876562878384015,0.00019876562878384896,2.588153598252159,-1.776642055106808,-1.0099327656021102,-1.4496218831920455,0.00019876562878384015
dataframe000015,80.0,3.2,4.4545927,-0.109405994,0.39530614,-1.7896384,0.0003772046,0.6812063,-0.5047121,0.9997893,$\alpha_2$-dominated,0.00016992936674197542,0.00016992936674220627,3.0113845569344138,-1.1809790033296204,-1.118760904283134,-1.4741772235415438,0.00016992936674197542
dataframe000015,80.0,3.2,4.4545927,-0.109405994,0.39530614,-1.7896384,0.0003772046,0.6812063,-0.5047121,0.9997893,$\alpha_2$-dominated,0.00016992936674197542,0.00016992936674220627,3.0113845569344138,-1.1809790033296204,-1.118760904283134,-1.4741772235415438,0.00016992936674197542
dataframe000015,80.0,3.2,4.4545927,-0.109405994,0.39530614,-1.7896384,0.0003772046,0.6812063,-0.5047121,0.9997893,$\alpha_2$-dominated,0.00016992936674197542,0.00016992936674220627,3.0113845569344138,-1.1809790033296204,-1.118760904283134,-1.4741772235415438,0.00016992936674197542
dataframe000015,80.0,3.2,4.4545927,-0.109405994,0.13906485,-1.7896384,0.0003772046,0.1687237,-0.24847084,0.9997893,$\alpha_2$-dominated,0.00019876562878384015,0.00019876562878384896,2.588153598252159,-1.776642055106808,-1.0099327656021102,-1.4496218831920455,0.00019876562878384015
dataframe000013,60.0,2.8,7.6469865,-0.6635599,-0.4183293,-1.1692395,-0.00015500639,-1.5002185,-0.24523062,0.9998675,$\alpha_2$-dominated,-0.00027452432815566454,-0.0002745243281556453,0.9605086719817503,-1.8432039915635583,1.1561216677972581,-0.42390288868955733,-0.00027452432815566454
dataframe000013,60.0,2.8,7.6469865,-0.6635599,0.62838,-1.1692395,-0.00015500639,0.5932001,-1.29194,0.9998675,$\alpha_2$-dominated,-0.00039251578030574365,-0.00039251578030594645,2.6893472225345585,0.5899951989281844,0.7115742520771926,-0.5242078603072671,-0.00039251578030574365
dataframe000013,60.0,2.8,7.6469865,-0.6635599,-0.4183293,-1.1692395,-0.00015500639,-1.5002185,-0.24523062,0.9998675,$\alpha_2$-dominated,-0.00027452432815566454,-0.0002745243281556453,0.9605086719817503,-1.8432039915635583,1.1561216677972581,-0.42390288868955733,-0.00027452432815566454
dataframe000013,60.0,2.8,7.6469865,-0.6635599,-1.0099294,-1.1692395,-0.00015500639,-2.6834188,0.3463695,0.9998675,$\alpha_2$-dominated,-0.00020787260261090047,-0.00020787260261071464,-0.016630885389068668,-3.2184481953467996,1.4073798924621523,-0.36721049640839926,-0.00020787260261090047
dataframe000013,60.0,2.8,7.6469865,-0.6635599,-0.37259492,-1.1692395,-0.00015500639,-1.4087498,-0.290965,0.9998675,$\alpha_2$-dominated,-0.0002797096909256084,-0.00027970969092547813,1.036047627173333,-1.7368890833837372,1.1366978673045158,-0.4282855433296982,-0.0002797096909256084
dataframe000015,90.0,3.0,7.126086,-0.26335168,0.0076980265,2.8016462e-05,-1.2548083,-0.24795562,-0.2710497,2.2326787e-05,$\beta_2$-dominated,-3.8615470531687705e-05,-3.8615470531266194e-05,-0.8248890959077543,0.4241903044128338,-0.4487363920006852,-0.2206328701522667,-3.8615470531687705e-05
dataframe000015,90.0,3.0,7.126086,-0.26335168,0.0076980265,2.8016462e-05,-1.2548083,-0.24795562,-0.2710497,2.2326787e-05,$\beta_2$-dominated,-3.8615470531687705e-05,-3.8615470531266194e-05,-0.8248890959077543,0.4241903044128338,-0.4487363920006852,-0.2206328701522667,-3.8615470531687705e-05
dataframe000015,90.0,3.0,7.126086,-0.26335168,0.0076980265,2.8016462e-05,-1.2548083,-0.24795562,-0.2710497,2.2326787e-05,$\beta_2$-dominated,-3.8615470531687705e-05,-3.8615470531266194e-05,-0.8248890959077543,0.4241903044128338,-0.4487363920006852,-0.2206328701522667,-3.8615470531687705e-05
dataframe000015,90.0,3.0,7.126086,-0.26335168,0.0076980265,2.8016462e-05,-1.2548083,-0.24795562,-0.2710497,2.2326787e-05,$\beta_2$-dominated,-3.8615470531687705e-05,-3.8615470531266194e-05,-0.8248890959077543,0.4241903044128338,-0.4487363920006852,-0.2206328701522667,-3.8615470531687705e-05
dataframe000015,90.0,3.0,7.126086,-0.26335168,0.3449854,2.8016462e-05,-1.2548083,0.4266191,-0.60833704,2.2326787e-05,$\beta_2$-dominated,-7.658266500465308e-05,-7.658266500428708e-05,-0.2677952071767213,1.2082545085764462,-0.5919855730996376,-0.25295476716706883,-7.658266500465308e-05
dataframe000015,70.0,2.8,5.5069175,-0.40578762,-0.18192527,-8.654941e-06,-0.565144,-0.7696382,-0.22386235,1.5314341e-05,$\beta_2$-dominated,-1.2344197581401619e-05,-1.234419758115447e-05,-0.17569961649574686,-0.6678765995057097,-0.8605969577884224,0.6848471246654421,-1.2344197581401619e-05
dataframe000015,70.0,2.8,5.5069175,-0.40578762,0.6500088,-8.654941e-06,-0.565144,0.89423,-1.0557964,1.5314341e-05,$\beta_2$-dominated,-0.00010600723908972,-0.00010600723908952837,1.1983969266573389,1.2660521910010953,-1.2139273446953496,0.6051237551640253,-0.00010600723908972
dataframe000015,70.0,2.8,5.5069175,-0.40578762,-0.18192527,-8.654941e-06,-0.565144,-0.7696382,-0.22386235,1.5314341e-05,$\beta_2$-dominated,-1.2344197581401619e-05,-1.234419758115447e-05,-0.17569961649574686,-0.6678765995057097,-0.8605969577884224,0.6848471246654421,-1.2344197581401619e-05
dataframe000015,70.0,2.8,5.5069175,-0.40578762,0.1710493,-8.654941e-06,-0.565144,-0.06368902,-0.57683694,1.5314341e-05,$\beta_2$-dominated,-5.2127926540809914e-05,-5.212792654050725e-05,0.4073047138812586,0.15265442505507354,-1.0105086279671904,0.6510219657948374,-5.2127926540809914e-05
dataframe000015,70.0,2.8,5.5069175,-0.40578762,-0.18192527,-8.654941e-06,-0.565144,-0.7696382,-0.22386235,1.5314341e-05,$\beta_2$-dominated,-1.2344197581401619e-05,-1.234419758115447e-05,-0.17569961649574686,-0.6678765995057097,-0.8605969577884224,0.6848471246654421,-1.2344197581401619e-05
dataframe000013,90.0,2.8,8.100709,-0.14360186,-0.08700643,0.001423586,-1.7379694,-0.31761473,-0.056595437,0.0008184384,$\beta_2$-dominated,0.0005347348319776471,0.0005347348319777942,-1.6468573714436006,0.6237709442381748,-0.1643399279674522,-0.8309113368979674,0.0005347348319776471
dataframe000013,90.0,2.8,8.100709,-0.14360186,-0.08700643,0.001423586,-1.7379694,-0.31761473,-0.056595437,0.0008184384,$\beta_2$-dominated,0.0005347348319776471,0.0005347348319777942,-1.6468573714436006,0.6237709442381748,-0.1643399279674522,-0.8309113368979674,0.0005347348319776471
dataframe000013,90.0,2.8,8.100709,-0.14360186,-0.08700643,0.001423586,-1.7379694,-0.31761473,-0.056595437,0.0008184384,$\beta_2$-dominated,0.0005347348319776471,0.0005347348319777942,-1.6468573714436006,0.6237709442381748,-0.1643399279674522,-0.8309113368979674,0.0005347348319776471
dataframe000013,90.0,2.8,8.100709,-0.14360186,-0.08700643,0.001423586,-1.7379694,-0.31761473,-0.056595437,0.0008184384,$\beta_2$-dominated,0.0005347348319776471,0.0005347348319777942,-1.6468573714436006,0.6237709442381748,-0.1643399279674522,-0.8309113368979674,0.0005347348319776471
dataframe000013,90.0,2.8,8.100709,-0.14360186,-0.08700643,0.001423586,-1.7379694,-0.31761473,-0.056595437,0.0008184384,$\beta_2$-dominated,0.0005347348319776471,0.0005347348319777942,-1.6468573714436006,0.6237709442381748,-0.1643399279674522,-0.8309113368979674,0.0005347348319776471
dataframe000014,100.0,3.2,9.0613365,-0.24996507,-0.0017935717,-0.00013783202,-1.7653824,-0.25355223,-0.2481715,7.8068784e-05,$\beta_2$-dominated,-0.00013787540631900313,-0.00013787540631860276,-1.5989388561788167,1.0568488684731705,0.3824890346614148,-0.8788382777028338,-0.00013787540631900313
dataframe000014,100.0,3.2,9.0613365,-0.24996507,-0.8050188,-0.00013783202,-1.7653824,-1.8600026,0.5550537,7.8068784e-05,$\beta_2$-dominated,-4.73812633076816e-05,-4.738126330728124e-05,-2.925617289842019,-0.8103427853871374,0.7236264550318801,-0.8018660851180198,-4.73812633076816e-05
dataframe000014,100.0,3.2,9.0613365,-0.24996507,-0.8050188,-0.00013783202,-1.7653824,-1.8600026,0.5550537,7.8068784e-05,$\beta_2$-dominated,-4.73812633076816e-05,-4.738126330728124e-05,-2.925617289842019,-0.8103427853871374,0.7236264550318801,-0.8018660851180198,-4.73812633076816e-05
dataframe000014,100.0,3.2,9.0613365,-0.24996507,-0.8050188,-0.00013783202,-1.7653824,-1.8600026,0.5550537,7.8068784e-05,$\beta_2$-dominated,-4.73812633076816e-05,-4.738126330728124e-05,-2.925617289842019,-0.8103427853871374,0.7236264550318801,-0.8018660851180198,-4.73812633076816e-05
dataframe000014,100.0,3.2,9.0613365,-0.24996507,-0.8050188,-0.00013783202,-1.7653824,-1.8600026,0.5550537,7.8068784e-05,$\beta_2$-dominated,-4.73812633076816e-05,-4.738126330728124e-05,-2.925617289842019,-0.8103427853871374,0.7236264550318801,-0.8018660851180198,-4.73812633076816e-05
dataframe000016,70.0,3.2,5.757885,-0.20430045,-0.021225458,0.00025342262,-1.0308605,-0.24675137,-0.183075,0.00024577556,$\beta_2$-dominated,9.46999263849958e-05,9.469992638516615e-05,-0.5076824130131352,-0.05190134440844455,-1.1255274374455282,0.07282120282495003,9.46999263849958e-05
dataframe000016,70.0,3.2,5.757885,-0.20430045,-0.031431906,0.00025342262,-1.0308605,-0.26716426,-0.17286855,0.00024577556,$\beta_2$-dominated,9.584982006815689e-05,9.584982006843827e-05,-0.5245402902158101,-0.07562743116461722,-1.1211926622687256,0.0737992753839744,9.584982006815689e-05
dataframe000016,70.0,3.2,5.757885,-0.20430045,-0.021225458,0.00025342262,-1.0308605,-0.24675137,-0.183075,0.00024577556,$\beta_2$-dominated,9.46999263849958e-05,9.469992638516615e-05,-0.5076824130131352,-0.05190134440844455,-1.1255274374455282,0.07282120282495003,9.46999263849958e-05
dataframe000016,70.0,3.2,5.757885,-0.20430045,-0.021225458,0.00025342262,-1.0308605,-0.24675137,-0.183075,0.00024577556,$\beta_2$-dominated,9.46999263849958e-05,9.469992638516615e-05,-0.5076824130131352,-0.05190134440844455,-1.1255274374455282,0.07282120282495003,9.46999263849958e-05
dataframe000016,70.0,3.2,5.757885,-0.20430045,-0.008892894,0.00025342262,-1.0308605,-0.22208624,-0.19540755,0.00024577556,$\beta_2$-dominated,9.33186897342465e-05,9.331868973444461e-05,-0.4873128531626011,-0.02323284879967317,-1.1307651994379468,0.07163938208584125,9.33186897342465e-05
dataframe000016,70.0,2.4,7.0587277,-0.7191042,0.2687969,-0.6529467,0.0005720008,-0.18151039,-0.9879011,0.9991247,$\alpha_2$-dominated,0.000286292593870784,0.00028629259387097784,1.7111862399714648,0.01541862083780338,0.43217625810785404,0.3289580131878926,0.000286292593870784
dataframe000016,70.0,2.4,7.0587277,-0.7191042,0.40873775,-0.6529467,0.0005720008,0.09837133,-1.127842,0.9991247,$\alpha_2$-dominated,0.0002705263704776185,0.0002705263704778679,1.9423250502854885,0.34072763811780304,0.3727420384075272,0.3155476338752578,0.0002705263704776185
dataframe000016,70.0,2.4,7.0587277,-0.7191042,0.5309052,-0.6529467,0.0005720008,0.3427062,-1.2500093,0.9991247,$\alpha_2$-dominated,0.000256860879556874,0.00025686087955717886,2.144107611154452,0.6247201538902678,0.3208563200314214,0.3038404088374949,0.000256860879556874
dataframe000016,70.0,2.4,7.0587277,-0.7191042,0.4283065,-0.6529467,0.0005720008,0.13750881,-1.1474106,0.9991247,$\alpha_2$-dominated,0.0002683872329050975,0.00026838723290534684,1.9746464743461274,0.3862174217364789,0.3644309803975017,0.31367234741467404,0.0002683872329050975
dataframe000016,70.0,2.4,7.0587277,-0.7191042,-0.6280157,-0.6529467,0.0005720008,-1.9751356,-0.091088474,0.9991247,$\alpha_2$-dominated,0.0003873633891871887,0.00038736338918749354,0.22993050324362488,-2.069327967224291,0.8130611213998505,0.4148985646646849,0.0003873633891871887
dataframe000013,60.0,3.2,4.438963,-0.42882156,-0.3341849,-6.477497e-05,-0.25209072,-1.0971913,-0.09463665,0.00025688505,$\beta_2$-dominated,1.949277174453298e-07,1.9492771766708343e-07,0.030532649624067938,-1.3955502389221024,-1.2285596789827873,1.1030383357919893,1.949277174453298e-07
dataframe000013,60.0,3.2,4.438963,-0.42882156,-0.40597323,-6.477497e-05,-0.25209072,-1.240768,-0.022848338,0.00025688505,$\beta_2$-dominated,8.282848324803409e-06,8.282848324997407e-06,-0.08803933178705192,-1.5624306286644802,-1.198070497248585,1.1099177310974055,8.282848324803409e-06
dataframe000013,60.0,3.2,4.438963,-0.42882156,-0.40597323,-6.477497e-05,-0.25209072,-1.240768,-0.022848338,0.00025688505,$\beta_2$-dominated,8.282848324803409e-06,8.282848324997407e-06,-0.08803933178705192,-1.5624306286644802,-1.198070497248585,1.1099177310974055,8.282848324803409e-06
dataframe000013,60.0,3.2,4.438963,-0.42882156,-0.40597323,-6.477497e-05,-0.25209072,-1.240768,-0.022848338,0.00025688505,$\beta_2$-dominated,8.282848324803409e-06,8.282848324997407e-06,-0.08803933178705192,-1.5624306286644802,-1.198070497248585,1.1099177310974055,8.282848324803409e-06
dataframe000013,60.0,3.2,4.438963,-0.42882156,-0.40597323,-6.477497e-05,-0.25209072,-1.240768,-0.022848338,0.00025688505,$\beta_2$-dominated,8.282848324803409e-06,8.282848324997407e-06,-0.08803933178705192,-1.5624306286644802,-1.198070497248585,1.1099177310974055,8.282848324803409e-06
dataframe000014,60.0,2.8,3.8789282,-0.08759454,0.617313,-1.5890942,0.0005507482,1.1470315,-0.70490754,0.9996535,$\alpha_2$-dominated,0.00030053313898936675,0.0003005331389896703,3.250438202467202,-0.6447319400568562,-1.598969093208812,-1.1765986360702558,0.00030053313898936675
dataframe000014,60.0,2.8,3.8789282,-0.08759454,0.617313,-1.5890942,0.0005507482,1.1470315,-0.70490754,0.9996535,$\alpha_2$-dominated,0.00030053313898936675,0.0003005331389896703,3.250438202467202,-0.6447319400568562,-1.598969093208812,-1.1765986360702558,0.00030053313898936675
dataframe000014,60.0,2.8,3.8789282,-0.08759454,0.617313,-1.5890942,0.0005507482,1.1470315,-0.70490754,0.9996535,$\alpha_2$-dominated,0.00030053313898936675,0.0003005331389896703,3.250438202467202,-0.6447319400568562,-1.598969093208812,-1.1765986360702558,0.00030053313898936675
dataframe000014,60.0,2.8,3.8789282,-0.08759454,-0.2864686,-1.5890942,0.0005507482,-0.66053176,0.19887406,0.9996535,$\alpha_2$-dominated,0.00040229077608000487,0.0004022907760803085,1.7576718202422017,-2.7456788469795614,-1.2151243617934038,-1.08999019368661,0.00040229077608000487
dataframe000014,60.0,2.8,3.8789282,-0.08759454,0.578632,-1.5890942,0.0005507482,1.0696695,-0.6662265,0.9996535,$\alpha_2$-dominated,0.00030489107829023644,0.00030489107829054,3.186549160666948,-0.7346505537884268,-1.5825408899934335,-1.1728918752571402,0.00030489107829023644
dataframe000015,60.0,2.8,7.26934,-0.72531635,-0.51307154,-0.7333659,0.0001959551,-1.7514594,-0.21224481,0.99973285,$\alpha_2$-dominated,6.886921964677727e-05,6.886921964704424e-05,0.47193164826764405,-1.8147781887330283,0.9061889351686856,0.2758220088044335,6.886921964677727e-05
dataframe000015,60.0,2.8,7.26934,-0.72531635,-0.07191247,-0.7333659,0.0001959551,-0.8691413,-0.6534039,0.99973285,$\alpha_2$-dominated,1.913393663122664e-05,1.913393663149363e-05,1.2005893185998073,-0.7892519758791706,0.7188244883027831,0.23354623835947994,1.913393663122664e-05
dataframe000015,60.0,2.8,7.26934,-0.72531635,-0.07191247,-0.7333659,0.0001959551,-0.8691413,-0.6534039,0.99973285,$\alpha_2$-dominated,1.913393663122664e-05,1.913393663149363e-05,1.2005893185998073,-0.7892519758791706,0.7188244883027831,0.23354623835947994,1.913393663122664e-05
dataframe000015,60.0,2.8,7.26934,-0.72531635,-0.07191247,-0.7333659,0.0001959551,-0.8691413,-0.6534039,0.99973285,$\alpha_2$-dominated,1.913393663122664e-05,1.913393663149363e-05,1.2005893185998073,-0.7892519758791706,0.7188244883027831,0.23354623835947994,1.913393663122664e-05
dataframe000015,60.0,2.8,7.26934,-0.72531635,-0.07191247,-0.7333659,0.0001959551,-0.8691413,-0.6534039,0.99973285,$\alpha_2$-dominated,1.913393663122664e-05,1.913393663149363e-05,1.2005893185998073,-0.7892519758791706,0.7188244883027831,0.23354623835947994,1.913393663122664e-05
dataframe000015,100.0,2.2,8.207478,-0.1830872,0.34084204,-0.001978197,-1.6856796,0.49859688,-0.52392924,0.0011721553,$\beta_2$-dominated,-0.0009138934540390716,-0.0009138934540388617,-0.8783162010843732,1.6205017244952191,-0.23806375964081236,-0.8098292731790939,-0.0009138934540390716
dataframe000015,100.0,2.2,8.207478,-0.1830872,-0.7400308,-0.001978197,-1.6856796,-1.6631489,0.55694366,0.0011721553,$\beta_2$-dominated,-0.0007921021729341722,-0.0007921021729337403,-2.663582326629301,-0.8921146861935375,0.22099327463427795,-0.7062504165872505,-0.0007921021729341722
dataframe000015,100.0,2.2,8.207478,-0.1830872,0.27185652,-0.001978197,-1.6856796,0.36062583,-0.45494372,0.0011721553,$\beta_2$-dominated,-0.0009061213054049496,-0.0009061213054046286,-0.9922588456911086,1.460136748605004,-0.20876494926970918,-0.8032184660974744,-0.0009061213054049496
dataframe000015,100.0,2.2,8.207478,-0.1830872,-0.11108973,-0.001978197,-1.6856796,-0.40526664,-0.07199747,0.0011721553,$\beta_2$-dominated,-0.00086296905826404,-0.000862969058263719,-1.6247670363362825,0.569933077617486,-0.046124025689163316,-0.7665211514934867,-0.00086296905826404
dataframe000015,100.0,2.2,8.207478,-0.1830872,0.812976,-0.001978197,-1.6856796,1.4428648,-0.99606323,0.0011721553,$\beta_2$-dominated,-0.0009671348642343199,-0.0009671348642338879,-0.09849759161311837,2.7180327809737665,-0.438583540014647,-0.855073326482663,-0.0009671348642343199
dataframe000013,100.0,2.4,7.162899,-0.42374447,0.44892693,-1.8864564,0.00043706124,0.47410938,-0.87267137,0.9997684,$\alpha_2$-dominated,0.00010243422502470342,0.00010243422502497694,3.009671005709278,-0.49625497235675176,0.5712926102452115,-1.6395750480073663,0.00010243422502470342
dataframe000013,100.0,2.4,7.162899,-0.42374447,0.44892693,-1.8864564,0.00043706124,0.47410938,-0.87267137,0.9997684,$\alpha_2$-dominated,0.00010243422502470342,0.00010243422502497694,3.009671005709278,-0.49625497235675176,0.5712926102452115,-1.6395750480073663,0.00010243422502470342
dataframe000013,100.0,2.4,7.162899,-0.42374447,0.90020305,-1.8864564,0.00043706124,1.3766617,-1.3239475,0.9997684,$\alpha_2$-dominated,5.154272830226511e-05,5.154272830231658e-05,3.7550389930598875,0.5527896442568259,0.3796313415213657,-1.6828203201042378,5.154272830226511e-05
dataframe000013,100.0,2.4,7.162899,-0.42374447,0.44892693,-1.8864564,0.00043706124,0.47410938,-0.87267137,0.9997684,$\alpha_2$-dominated,0.00010243422502470342,0.00010243422502497694,3.009671005709278,-0.49625497235675176,0.5712926102452115,-1.6395750480073663,0.00010243422502470342
dataframe000013,100.0,2.4,7.162899,-0.42374447,0.44892693,-1.8864564,0.00043706124,0.47410938,-0.87267137,0.9997684,$\alpha_2$-dominated,0.00010243422502470342,0.00010243422502497694,3.009671005709278,-0.49625497235675176,0.5712926102452115,-1.6395750480073663,0.00010243422502470342
dataframe000015,90.0,3.2,6.6420627,-0.65025747,0.23213793,-0.71996236,0.00042736813,-0.1859816,-0.8823954,0.99940675,$\alpha_2$-dominated,0.00019935854420740726,0.00019935854420769595,1.731300978603982,-0.2192996390690774,0.19415753414048992,0.2274604915349148,0.00019935854420740726
dataframe000015,90.0,3.2,6.6420627,-0.65025747,-0.36776584,-0.71996236,0.00042736813,-1.3857892,-0.28249162,0.99940675,$\alpha_2$-dominated,0.000266929402419481,0.00026692940241965864,0.7404463738542251,-1.6138466571262653,0.4489424080019123,0.2849486230457691,0.000266929402419481
dataframe000015,90.0,3.2,6.6420627,-0.65025747,-0.36776584,-0.71996236,0.00042736813,-1.3857892,-0.28249162,0.99940675,$\alpha_2$-dominated,0.000266929402419481,0.00026692940241965864,0.7404463738542251,-1.6138466571262653,0.4489424080019123,0.2849486230457691,0.000266929402419481
dataframe000015,90.0,3.2,6.6420627,-0.65025747,-0.36776584,-0.71996236,0.00042736813,-1.3857892,-0.28249162,0.99940675,$\alpha_2$-dominated,0.000266929402419481,0.00026692940241965864,0.7404463738542251,-1.6138466571262653,0.4489424080019123,0.2849486230457691,0.000266929402419481
